Pixel Count,Kernel Size,Clusters,Threads,Serial Speedup,Multithreaded Speedup,Distributed Speedup,Shared Speedup,Task Pool Speedup
211680000,5,4,4,1.000000,2.608978,5.164629,0.000000,0.000000
25672152,3,4,8,1.000000,2.596837,2.735248,0.000000,0.000000
25672152,3,4,8,1.000000,2.549118,3.023921,0.000000,0.000000
25672152,3,4,8,1.000000,2.742192,3.093304,0.000000,0.000000
25672152,3,4,8,1.000000,2.507256,3.061944,0.000000,0.000000
25672152,3,4,8,1.000000,2.732022,3.038579,0.000000,0.000000
25672152,5,4,8,1.000000,4.141406,4.671540,0.000000,0.000000
25672152,5,4,8,1.000000,3.930641,4.195077,0.000000,0.000000
64000000,3,4,8,1.000000,2.682519,1.655016,0.000000,0.000000
64000000,3,4,8,1.000000,2.617877,2.333921,0.000000,0.000000
64000000,3,4,8,1.000000,2.594127,1.507966,0.000000,0.000000
64000000,3,4,8,1.000000,2.527386,3.027677,0.000000,0.000000
64000000,3,4,8,1.000000,2.595482,3.144076,0.000000,0.000000
64000000,5,4,8,1.000000,3.951110,2.743330,0.000000,0.000000
64000000,5,4,8,1.000000,3.775039,4.722742,0.000000,0.000000
211680000,3,4,8,1.000000,2.389179,2.843518,0.000000,0.000000
211680000,3,4,8,1.000000,2.491578,2.572995,0.000000,0.000000
211680000,3,4,8,1.000000,2.473109,3.122803,0.000000,0.000000
211680000,3,4,8,1.000000,2.506746,3.043709,0.000000,0.000000
211680000,3,4,8,1.000000,2.507916,3.251669,0.000000,0.000000
211680000,5,4,8,1.000000,3.700101,4.685818,0.000000,0.000000
211680000,5,4,8,1.000000,3.739537,4.787098,0.000000,0.000000
25672152,3,8,2,1.000000,0.744582,2.506775,0.000000,0.000000
25672152,3,8,2,1.000000,0.722170,2.702619,0.000000,0.000000
25672152,3,8,2,1.000000,0.706208,3.116042,0.000000,0.000000
25672152,3,8,2,1.000000,0.793799,2.945139,0.000000,0.000000
25672152,3,8,2,1.000000,0.763101,3.187945,0.000000,0.000000
25672152,5,8,2,1.000000,1.099787,4.324516,0.000000,0.000000
25672152,5,8,2,1.000000,1.117095,4.835598,0.000000,0.000000
64000000,3,8,2,1.000000,0.766675,2.820813,0.000000,0.000000
64000000,3,8,2,1.000000,0.758751,2.330293,0.000000,0.000000
64000000,3,8,2,1.000000,0.763789,2.962488,0.000000,0.000000
64000000,3,8,2,1.000000,0.749789,2.844064,0.000000,0.000000
64000000,3,8,2,1.000000,0.741655,2.915768,0.000000,0.000000
64000000,5,8,2,1.000000,1.164258,4.512362,0.000000,0.000000
64000000,5,8,2,1.000000,1.134060,4.195227,0.000000,0.000000
211680000,3,8,2,1.000000,0.762292,1.809132,0.000000,0.000000
211680000,3,8,2,1.000000,0.733564,3.128194,0.000000,0.000000
211680000,3,8,2,1.000000,0.750869,3.093919,0.000000,0.000000
211680000,3,8,2,1.000000,0.687957,3.358431,0.000000,0.000000
211680000,3,8,2,1.000000,0.700460,3.156397,0.000000,0.000000
211680000,5,8,2,1.000000,1.116172,4.409000,0.000000,0.000000
211680000,5,8,2,1.000000,1.106401,4.752730,0.000000,0.000000
25672152,3,8,4,1.000000,1.116753,2.370628,0.000000,0.000000
25672152,3,8,4,1.000000,1.458648,2.740513,0.000000,0.000000
25672152,3,8,4,1.000000,1.587367,3.531984,0.000000,0.000000
25672152,3,8,4,1.000000,1.482524,2.856747,0.000000,0.000000
25672152,3,8,4,1.000000,1.313192,3.083824,0.000000,0.000000
25672152,5,8,4,1.000000,1.976175,4.448871,0.000000,0.000000
25672152,5,8,4,1.000000,1.914601,4.248439,0.000000,0.000000
64000000,3,8,4,1.000000,1.340948,2.844938,0.000000,0.000000
64000000,3,8,4,1.000000,1.346215,3.269367,0.000000,0.000000
64000000,3,8,4,1.000000,1.270956,3.044279,0.000000,0.000000
64000000,3,8,4,1.000000,1.369348,2.965658,0.000000,0.000000
64000000,3,8,4,1.000000,1.310753,3.110849,0.000000,0.000000
64000000,5,8,4,1.000000,1.869562,4.874360,0.000000,0.000000
64000000,5,8,4,1.000000,1.994677,5.165869,0.000000,0.000000
211680000,3,8,4,1.000000,1.318997,2.427498,0.000000,0.000000
211680000,3,8,4,1.000000,1.299302,3.271314,0.000000,0.000000
211680000,3,8,4,1.000000,1.308237,3.436985,0.000000,0.000000
211680000,3,8,4,1.000000,1.311210,3.423101,0.000000,0.000000
211680000,3,8,4,1.000000,1.218869,3.391264,0.000000,0.000000
211680000,5,8,4,1.000000,1.904699,4.335422,0.000000,0.000000
211680000,5,8,4,1.000000,1.935782,5.247507,0.000000,0.000000
25672152,3,8,8,1.000000,1.937027,0.538971,0.000000,0.000000
25672152,3,8,8,1.000000,2.129977,3.152696,0.000000,0.000000
25672152,3,8,8,1.000000,2.081699,2.982146,0.000000,0.000000
25672152,3,8,8,1.000000,2.033473,1.631030,0.000000,0.000000
25672152,3,8,8,1.000000,1.892436,0.393013,0.000000,0.000000
25672152,5,8,8,1.000000,3.321423,5.202087,0.000000,0.000000
25672152,5,8,8,1.000000,3.186937,0.725605,0.000000,0.000000
64000000,3,8,8,1.000000,1.898990,2.697488,0.000000,0.000000
64000000,3,8,8,1.000000,2.200597,2.208635,0.000000,0.000000
64000000,3,8,8,1.000000,1.906743,0.976302,0.000000,0.000000
64000000,3,8,8,1.000000,2.086885,3.105353,0.000000,0.000000
64000000,3,8,8,1.000000,2.198451,3.474321,0.000000,0.000000
64000000,5,8,8,1.000000,2.919479,4.761847,0.000000,0.000000
64000000,5,8,8,1.000000,3.311697,5.149770,0.000000,0.000000
211680000,3,8,8,1.000000,2.039000,2.730729,0.000000,0.000000
211680000,3,8,8,1.000000,2.093525,2.508288,0.000000,0.000000
211680000,3,8,8,1.000000,2.088068,2.474483,0.000000,0.000000
211680000,3,8,8,1.000000,2.248064,1.710407,0.000000,0.000000
211680000,3,8,8,1.000000,2.036136,1.471582,0.000000,0.000000
211680000,5,8,8,1.000000,3.110197,4.168739,0.000000,0.000000
211680000,5,8,8,1.000000,3.119305,5.122042,0.000000,0.000000
